1 Week Active Raffles,1 Week Active Users At Release,1 Week New Users At Release,2 Week Active Raffles,2 Week Active Users At Release,2 Week New Users At Release,Total Views Ranges,Diferencia lanzamiento,PPV promedio,Outliers Views,Duracion Grupos,Number of Records,Active Raffles At Release,Category,duracion,Female Shares,Id,Male Shares,points_given,Points Per View,Release Date,release_date_youtube,release_difference,Shares First Day,Shares First Month,Shares First Week,Total Shares,Total Users At Release,Total Views,Url
6,52,17,6,123,111,0 - 49,[02] 2 días,30,Valid,[02] 1:01 a 1:30,1,6,DEPORTES,62,1,212,3,270,30,22/01/2014 01:49:03,2014-01-19 23:31:31,181052,2,5,3,5,1542,9,jPtPC4zqjzQ
6,41,8,6,108,82,0 - 49,[04] 4 días,30,Valid,[03] 1:31 a 2:00,1,6,IDEAS,91,1,215,3,540,30,23/01/2014 18:52:24,2014-01-19 12:13:43,369521,4,6,4,6,1543,18,YNEXzvnD7mI
6,43,10,6,101,67,50 - 99,[07] 1 semana,28.181818182,Valid,[06] 3:01 a 3:30,1,6,MISC,205,6,216,3,2790,30,24/01/2014 00:03:38,2014-01-16 23:26:23,607035,9,10,9,10,1545,99,_074G_bk5sY
6,44,11,6,96,57,0 - 49,[05] 5 días,30,Valid,[05] 2:31 a 3:00,1,6,MISC,174,4,218,4,990,30,24/01/2014 12:54:30,2014-01-19 09:23:33,444657,4,9,9,9,1547,33,9nSWc43TLaI
6,44,11,6,95,55,50 - 99,[13] 7 semanas,28.548387097,Valid,[07] 3:31 a 4:00,1,6,MISC,214,5,219,2,1770,30,24/01/2014 14:46:57,2013-12-11 11:00:01,3815216,5,8,8,8,1547,62,sZwmo_2DOz0
6,45,13,6,80,41,0 - 49,[08] 2 semanas,30,Valid,[10] 5:01 a 5:30,1,6,DEPORTES,301,3,220,6,360,30,28/01/2014 00:22:17,2014-01-19 13:23:15,730742,4,10,5,10,1551,12,R1Owd5QPF6E
6,45,11,6,80,41,0 - 49,[05] 5 días,20,Valid,[01] 31 a 60s,1,6,MISC,52,1,222,1,120,30,28/01/2014 01:00:32,2014-01-22 13:36:10,473062,2,3,3,3,1551,6,LDJ4hmw9i6I
6,38,13,6,64,23,50 - 99,[01] 1 día,30,Valid,[07] 3:31 a 4:00,1,6,MISC,223,3,226,1,2130,30,30/01/2014 23:38:18,2014-01-29 15:28:30,115788,5,5,5,5,1558,71,Bmb3a7ihgpU
6,30,14,6,63,26,0 - 49,[03] 3 días,30,Valid,[02] 1:01 a 1:30,1,6,MISC,61,0,228,1,390,30,01/02/2014 19:21:09,2014-01-29 13:26:20,280489,2,2,2,2,1563,13,uQB7QRyF4p4
6,31,15,6,64,27,50 - 99,[08] 2 semanas,30,Valid,[03] 1:31 a 2:00,1,6,MISC,103,1,233,2,1560,30,03/02/2014 18:43:30,2014-01-21 21:27:53,1113337,3,4,4,4,1565,52,GaSjwAu3yrI
6,32,15,6,65,26,50 - 99,[03] 3 días,30,Valid,[01] 31 a 60s,1,6,IDEAS,31,5,236,6,1500,30,04/02/2014 02:04:51,2014-01-31 14:37:55,300416,2,8,4,12,1566,50,KMpR8v7m-LM
6,33,16,6,64,26,0 - 49,[01] 1 día,40,Valid,[20] 10:01 o más,1,6,CINE,605,1,237,4,360,40,04/02/2014 15:46:57,2014-02-03 07:20:28,116789,4,6,5,6,1567,9,rtu62Gklgso
6,28,15,6,58,30,0 - 49,[07] 1 semana,30,Valid,[02] 1:01 a 1:30,1,6,MISC,69,1,241,2,270,30,06/02/2014 15:25:07,2014-01-29 15:37:03,690484,3,4,3,4,1573,9,3Js4YZ1z0to
6,30,15,6,60,30,0 - 49,[13] 7 semanas,30,Valid,[06] 3:01 a 3:30,1,6,CINE,194,0,242,2,570,30,06/02/2014 17:51:54,2013-12-23 09:12:00,3919194,3,3,3,3,1573,19,nvoWwY64S5w
6,31,15,6,59,29,0 - 49,[02] 2 días,30,Valid,[05] 2:31 a 3:00,1,6,MISC,157,2,244,2,300,30,06/02/2014 19:39:12,2014-02-04 04:42:14,226618,4,5,5,5,1573,10,PCRqNsRflHM
6,31,15,6,59,29,0 - 49,[01] 1 día,30,Valid,[03] 1:31 a 2:00,1,6,MISC,105,0,245,2,450,30,06/02/2014 19:56:21,2014-02-05 17:00:02,96979,3,3,3,3,1573,15,8tLGz7073Vg
6,28,15,6,56,27,0 - 49,[08] 2 semanas,30,Valid,[08] 4:01 a 4:30,1,6,DEPORTES,245,1,246,6,600,30,07/02/2014 00:46:24,2014-01-27 01:25:50,948034,5,8,5,8,1573,20,ox7spKu7EOc
6,29,16,6,51,27,0 - 49,[05] 5 días,60,Valid,[04] 2:01 a 2:30,1,6,DEPORTES,134,7,249,11,1020,60,07/02/2014 15:12:50,2014-02-02 12:07:26,443124,2,16,2,20,1574,17,Hc7oa-e3Blg
6,26,12,6,48,26,0 - 49,[02] 2 días,30,Valid,[01] 31 a 60s,1,6,MISC,47,2,254,1,810,30,10/02/2014 15:16:27,2014-02-08 02:38:42,218265,2,4,2,4,1576,27,TAZIvyAJfeM
6,24,12,6,48,27,0 - 49,[03] 3 días,47.5,Valid,[02] 1:01 a 1:30,1,6,MISC,61,9,255,13,950,50,10/02/2014 17:33:28,2014-02-07 13:59:48,272020,2,18,2,23,1577,20,bu2ht9c-FFU
6,24,12,6,48,27,0 - 49,[11] 5 semanas,30,Valid,[03] 1:31 a 2:00,1,6,MISC,104,1,256,1,180,30,10/02/2014 17:50:24,2014-01-08 21:31:49,2837915,2,3,2,3,1577,6,DXAva_gO8Qk
6,19,9,6,45,23,0 - 49,[04] 4 días,30,Valid,[02] 1:01 a 1:30,1,6,IDEAS,78,3,258,4,210,30,12/02/2014 00:25:57,2014-02-07 15:49:31,376586,2,3,2,8,1577,7,YbNmL6hSNKw
6,19,9,6,45,23,0 - 49,[01] 1 día,30,Valid,[04] 2:01 a 2:30,1,6,IDEAS,130,4,259,8,780,30,12/02/2014 00:44:39,2014-02-11 00:09:22,88517,2,8,5,14,1577,26,5HEJGGpco6g
5,20,6,5,44,21,0 - 49,[03] 3 días,30,Valid,[02] 1:01 a 1:30,1,5,MISC,70,0,260,2,690,30,13/02/2014 01:19:48,2014-02-09 22:11:53,270475,2,3,3,3,1579,23,QrxPuk0JefA
5,20,6,5,43,21,0 - 49,[01] 1 día,30,Valid,[05] 2:31 a 3:00,1,5,CINE,155,3,261,7,480,30,13/02/2014 01:39:58,2014-02-12 00:33:08,90410,4,8,5,11,1579,16,QheoYw1BKJ4
5,21,6,5,42,21,0 - 49,[09] 3 semanas,30,Valid,[01] 31 a 60s,1,5,MISC,37,1,264,1,210,30,13/02/2014 03:04:00,2014-01-24 00:52:11,1735909,2,5,2,5,1579,7,R35k8WNpCio
5,16,6,5,39,21,0 - 49,[03] 3 días,30,Valid,[01] 31 a 60s,1,5,DEPORTES,45,2,265,5,900,30,13/02/2014 19:54:46,2014-02-10 07:51:40,302586,2,8,3,8,1579,30,_mbdtupCbc4
5,10,6,5,26,17,0 - 49,[03] 3 días,60,Valid,[04] 2:01 a 2:30,1,5,MISC,134,15,269,19,1260,60,18/02/2014 02:25:26,2014-02-14 18:00:05,289521,3,32,23,38,1583,21,b89_PDSMf3I
5,71,184,5,79,190,100 - 149,[01] 1 día,29.705882353,Valid,[05] 2:31 a 3:00,1,5,MISC,179,13,279,20,3030,30,21/02/2014 17:56:10,2014-02-19 19:47:44,166106,6,30,23,35,1764,102,OTcdutIcEJ4
5,72,192,5,80,198,0 - 49,[04] 4 días,30,Valid,[01] 31 a 60s,1,5,DEPORTES,48,2,280,8,600,30,21/02/2014 19:11:25,2014-02-16 23:49:22,415323,4,12,6,12,1772,20,CnIaDofCwbA
5,95,283,5,101,290,0 - 49,[04] 4 días,30,Valid,[05] 2:31 a 3:00,1,5,IDEAS,153,3,283,7,570,30,22/02/2014 22:24:54,2014-02-18 13:15:21,378573,3,9,3,11,1866,19,bhCAkUMQ5GA
5,113,358,5,120,365,50 - 99,[21] 15 semanas,30,Valid,[04] 2:01 a 2:30,1,5,MISC,147,2,285,3,2100,30,24/02/2014 14:26:33,2013-11-15 12:00:00,8735193,4,6,6,6,1941,70,xIVpFgog6FM
5,121,395,5,127,401,50 - 99,[06] 6 días,60,Valid,[03] 1:31 a 2:00,1,5,MISC,110,12,289,15,3900,60,25/02/2014 14:54:50,2014-02-19 11:13:27,531683,6,24,13,29,1978,65,_u3BRY2RF5I
5,126,405,5,133,411,50 - 99,[08] 2 semanas,49.253731343,Valid,[05] 2:31 a 3:00,1,5,MISC,158,12,293,9,3300,50,26/02/2014 02:37:08,2014-02-11 18:00:04,1240624,6,21,12,22,1988,67,cgnceHH_p_I
5,122,406,5,133,418,0 - 49,[19] 13 semanas,30,Valid,[04] 2:01 a 2:30,1,5,CINE,147,4,295,4,240,30,26/02/2014 15:05:44,2013-11-28 23:19:10,7746394,2,9,2,9,1995,8,BbMlzoOr5qQ
5,121,411,5,136,423,0 - 49,[02] 2 días,30,Valid,[05] 2:31 a 3:00,1,5,MISC,175,1,296,2,510,30,26/02/2014 19:29:25,2014-02-23 20:33:19,255366,2,4,4,4,2001,17,tqX7POfzqqg
5,62,156,6,148,439,0 - 49,[01] 1 día,43.75,Valid,[02] 1:01 a 1:30,1,5,DEPORTES,90,7,301,10,700,50,01/03/2014 22:27:40,2014-02-28 18:00:04,102456,3,18,6,18,2022,16,RUuVhiXe33Q
5,46,81,6,149,441,0 - 49,[09] 3 semanas,30,Valid,[03] 1:31 a 2:00,1,5,MISC,119,0,303,1,180,30,03/03/2014 15:54:27,2014-02-10 19:53:25,1800062,2,2,2,2,2024,6,6M-YX-r0Ll4
5,43,56,6,152,447,50 - 99,[03] 3 días,90,Valid,[01] 31 a 60s,1,5,VIDEOJUEGOS,42,17,309,20,7110,90,04/03/2014 14:07:02,2014-02-28 14:48:02,343140,5,29,10,40,2030,79,2tpqbYGm6gY
5,39,50,6,154,453,50 - 99,[01] 1 día,30,Valid,[09] 4:31 a 5:00,1,5,MISC,273,1,315,2,1500,30,04/03/2014 22:47:58,2014-03-03 21:38:28,90570,4,4,4,4,2036,50,A4vE_vpkr90
5,43,32,5,132,349,0 - 49,[01] 1 día,30,Valid,[02] 1:01 a 1:30,1,4,MISC,64,0,323,2,210,30,07/03/2014 02:05:13,2014-03-05 21:47:31,101862,3,3,3,3,2047,7,MFaOogd6YyA
5,43,31,8,106,249,0 - 49,[03] 3 días,30,Valid,[06] 3:01 a 3:30,1,4,DEPORTES,181,2,324,5,300,30,08/03/2014 02:27:50,2014-03-04 20:22:29,281121,2,8,4,8,2050,10,imVNg9j7rvU
5,42,28,8,81,135,0 - 49,[11] 5 semanas,30,Valid,[13] 6:31 a 7:00,1,4,MISC,395,2,325,6,780,30,09/03/2014 21:05:46,2014-02-07 20:35:14,2593832,7,9,9,9,2050,26,pbVfmmsdk1c
5,48,29,8,87,125,0 - 49,[03] 3 días,30,Valid,[08] 4:01 a 4:30,1,4,CINE,242,2,328,4,360,30,10/03/2014 03:13:21,2014-03-06 19:52:27,285654,3,8,7,8,2052,12,6k0kkSHiiPE
5,48,29,8,87,123,0 - 49,[01] 1 día,30,Valid,[03] 1:31 a 2:00,1,4,MISC,91,1,330,2,120,30,10/03/2014 04:05:00,2014-03-08 19:12:29,118351,2,4,4,4,2052,4,3_wJ5vG_wrw
5,50,32,8,86,107,0 - 49,[15] 9 semanas,56.470588235,Valid,[01] 31 a 60s,1,4,MISC,31,7,331,8,960,60,10/03/2014 18:57:03,2014-01-08 14:09:42,5287641,2,15,8,16,2057,17,gcJ-mqrI8Gs
5,49,32,8,84,105,50 - 99,[01] 1 día,30,Valid,[06] 3:01 a 3:30,1,4,MISC,196,2,332,2,1800,30,10/03/2014 19:49:29,2014-03-09 17:41:43,94066,2,5,5,5,2057,60,sQLkJJpAIcU
5,54,34,8,86,96,0 - 49,[04] 4 días,30,Valid,[05] 2:31 a 3:00,1,4,MISC,170,1,334,2,210,30,11/03/2014 01:06:33,2014-03-06 16:58:06,374907,2,4,4,4,2060,7,FN0cHYm3YtU
5,58,35,8,87,87,0 - 49,[04] 4 días,30,Valid,[06] 3:01 a 3:30,1,4,MISC,182,2,338,4,300,30,11/03/2014 14:53:02,2014-03-07 02:27:59,390303,3,7,7,7,2065,10,9HvaFhUcm-4
5,55,29,8,86,74,50 - 99,[05] 5 días,60,Valid,[02] 1:01 a 1:30,1,4,MISC,62,19,341,11,5880,60,12/03/2014 13:40:10,2014-03-06 13:40:26,518384,8,26,19,31,2068,98,-mQZqKLiMIg
5,51,30,8,86,75,200 - 249,[01] 1 día,47.655502392,Valid,[05] 2:31 a 3:00,1,4,MISC,161,11,342,9,9960,60,12/03/2014 15:17:00,2014-03-10 15:38:29,171511,10,21,21,21,2070,209,zy9RpsUYyq8
5,51,29,8,83,70,0 - 49,[01] 1 día,30,Valid,[06] 3:01 a 3:30,1,4,IDEAS,193,2,344,6,210,30,12/03/2014 21:56:39,2014-03-11 18:07:13,100166,3,9,5,9,2071,7,lZ4sKdV1P0A
4,48,30,7,76,63,250 - 299,[03] 3 días,81.25,Valid,[01] 31 a 60s,1,3,VIDEOJUEGOS,31,16,346,17,22100,100,13/03/2014 22:36:48,2014-03-10 18:49:45,272823,7,27,13,37,2076,272,uTbetLBrOvQ
6,48,31,7,75,63,0 - 49,[02] 2 días,30,Valid,[03] 1:31 a 2:00,1,4,MISC,109,1,348,3,390,30,14/03/2014 03:13:43,2014-03-11 18:06:12,205651,2,6,6,6,2078,13,ry1E1uzPSU0
7,58,43,7,84,71,0 - 49,[01] 1 día,60,Valid,[03] 1:31 a 2:00,1,4,MISC,111,10,355,9,1740,60,15/03/2014 19:27:47,2014-03-14 04:00:32,142035,8,20,15,20,2093,29,H05At3ohbRE
7,58,43,7,83,71,50 - 99,[01] 1 día,30,Valid,[05] 2:31 a 3:00,1,4,DEPORTES,155,3,356,6,2040,30,16/03/2014 00:32:49,2014-03-14 20:49:53,99776,5,11,8,11,2093,68,cTQvYxELaFI
7,58,43,7,83,71,0 - 49,[09] 3 semanas,30,Valid,[06] 3:01 a 3:30,1,4,DEPORTES,188,3,359,6,780,30,16/03/2014 03:53:12,2014-02-28 01:39:47,1390405,5,10,7,10,2093,26,FmHDfTBXEE0
7,58,45,7,83,73,0 - 49,[02] 2 días,30,Valid,[08] 4:01 a 4:30,1,4,MISC,267,4,360,3,1290,30,16/03/2014 15:58:29,2014-03-13 18:32:48,249941,6,8,8,8,2095,43,WgAbH_9V6xg
7,56,46,7,83,74,0 - 49,[09] 3 semanas,30,Valid,[20] 10:01 o más,1,4,MISC,637,3,362,4,150,30,17/03/2014 00:24:08,2014-02-28 14:40:30,1417418,7,8,8,8,2096,5,Wz-ELUw6xtY
7,54,42,8,85,73,0 - 49,[02] 2 días,80,Valid,[03] 1:31 a 2:00,1,4,VIDEOJUEGOS,97,10,364,16,3120,80,17/03/2014 14:31:09,2014-03-14 16:00:02,253867,7,25,11,28,2097,39,nUzoCj7LW9c
6,54,43,7,90,74,0 - 49,[03] 3 días,30,Valid,[04] 2:01 a 2:30,1,3,MISC,127,3,368,3,660,30,18/03/2014 21:24:22,2014-03-15 20:25:21,262741,4,7,7,7,2108,22,FsZrywjPIb0
6,52,46,7,86,75,0 - 49,[07] 1 semana,30,Valid,[01] 31 a 60s,1,3,DEPORTES,46,4,371,5,690,30,19/03/2014 13:07:44,2014-03-12 08:47:29,620415,2,9,7,10,2114,23,xnZhxsbpuCg
5,52,43,6,81,73,500 - 549,[01] 1 día,20.235294118,Valid,[03] 1:31 a 2:00,1,2,MISC,109,2,373,2,10320,30,20/03/2014 03:33:00,2014-03-18 18:13:30,119970,5,7,7,7,2116,510,lLaw6Bbd_So
5,59,45,6,81,75,350 - 399,[01] 1 día,28.043478261,Valid,[16] 8:01 a 8:30,1,5,MISC,500,5,380,3,10320,30,21/03/2014 04:27:30,2014-03-19 20:35:48,114702,7,9,9,9,2123,368,TpaQYSd75Ak
6,59,44,6,88,86,100 - 149,[04] 4 días,30,Valid,[08] 4:01 a 4:30,1,5,MISC,241,4,387,2,3930,30,24/03/2014 15:57:41,2014-03-19 20:11:37,416764,6,7,7,7,2141,131,aCJQAm_uKyg
6,61,45,6,89,85,0 - 49,[02] 2 días,30,Valid,[06] 3:01 a 3:30,1,5,MISC,205,1,390,1,210,30,24/03/2014 21:32:05,2014-03-22 03:27:28,237877,3,3,3,3,2142,7,RTkiEPrg_jo
6,64,50,7,91,89,0 - 49,[07] 1 semana,30,Valid,[06] 3:01 a 3:30,1,5,IDEAS,208,1,394,3,300,30,25/03/2014 18:26:20,2014-03-18 10:45:38,632442,3,5,3,5,2154,10,odmFO7pJ-RQ
6,61,42,7,92,87,0 - 49,[08] 2 semanas,30,Valid,[02] 1:01 a 1:30,1,5,IDEAS,83,2,398,4,510,30,26/03/2014 18:36:28,2014-03-14 15:18:24,1048684,2,7,3,7,2158,17,1f_bAXHckUY
5,62,44,6,94,85,0 - 49,[01] 1 día,30,Valid,[09] 4:31 a 5:00,1,4,MISC,281,0,400,1,60,30,27/03/2014 12:40:15,2014-03-26 12:30:01,87014,2,2,2,2,2160,2,CAXrgl_oF-8
5,62,44,6,94,85,500 - 549,[02] 2 días,29.886148008,Valid,[04] 2:01 a 2:30,1,4,MISC,121,1,401,3,15750,30,27/03/2014 12:56:12,2014-03-25 12:16:21,175191,5,5,5,5,2160,527,H8ol7ojcRU8
5,63,42,6,98,86,0 - 49,[01] 1 día,30,Valid,[10] 5:01 a 5:30,1,4,MISC,305,5,403,1,1470,30,27/03/2014 21:24:21,2014-03-26 14:47:29,110212,5,8,8,8,2162,49,8kmUbSud9Jk
5,59,39,7,100,82,0 - 49,[04] 4 días,30,Valid,[05] 2:31 a 3:00,1,4,CINE,155,1,406,2,60,30,29/03/2014 17:05:55,2014-03-25 17:00:09,345946,2,4,2,4,2172,2,yUmSVcttXnI
5,59,33,7,98,77,250 - 299,[08] 2 semanas,29.772727273,Valid,[04] 2:01 a 2:30,1,4,MISC,135,1,408,3,7860,30,31/03/2014 01:45:41,2014-03-23 01:21:32,692649,4,5,5,5,2173,264,xaM-xXgl4Bs
5,60,35,7,97,79,200 - 249,[08] 2 semanas,149.264705882,Valid,[04] 2:01 a 2:30,1,5,M,143,23,410,41,30450,150,31/03/2014 13:00:43,2014-03-23 11:18:35,697328,9,40,19,69,2176,204,84niw5mYoXk
5,62,35,7,99,79,0 - 49,[04] 4 días,30,Valid,[06] 3:01 a 3:30,1,5,MISC,205,1,411,1,660,30,31/03/2014 13:37:45,2014-03-26 16:24:28,421997,2,3,3,3,2176,22,Xe11Pp1g39I
5,63,39,7,101,84,50 - 99,[13] 7 semanas,100,Valid,[04] 2:01 a 2:30,1,5,VIDEOJUEGOS,130,8,413,15,6800,100,31/03/2014 20:45:30,2014-02-13 22:34:56,3967834,4,19,12,25,2181,68,631c1fz87I8
5,57,30,6,97,74,7450 - 7499,[01] 1 día,18.802563076,Valid,[02] 1:01 a 1:30,1,4,MISC,73,1,422,3,140850,30,03/04/2014 02:40:04,2014-04-01 20:03:31,110193,4,5,5,5,2190,7491,Gw79smKZB9E
5,62,36,6,101,80,0 - 49,[01] 1 día,60,Valid,[04] 2:01 a 2:30,1,4,MISC,132,3,425,7,900,60,03/04/2014 16:01:32,2014-04-02 06:44:21,119831,5,9,9,11,2196,15,DFo7ztlMlmg
6,62,39,6,100,79,50 - 99,[01] 1 día,60,Valid,[04] 2:01 a 2:30,1,4,VIDEOJUEGOS,146,5,429,14,4800,60,04/04/2014 13:17:42,2014-04-03 07:00:01,109061,7,19,16,22,2202,80,lYBz6HWBw3A
6,62,43,6,102,81,150 - 199,[07] 1 semana,30,Valid,[02] 1:01 a 1:30,1,4,IDEAS,67,3,432,5,5730,30,04/04/2014 20:33:51,2014-03-28 12:32:10,633701,3,9,6,9,2208,191,h1msuWVZZmQ
6,58,37,6,98,76,50 - 99,[02] 2 días,30,Valid,[04] 2:01 a 2:30,1,4,M,140,2,436,4,1710,30,05/04/2014 17:49:31,2014-04-03 10:50:52,197919,2,7,7,7,2209,57,JLSC5HUbvcQ
6,54,38,6,97,74,850 - 899,[02] 2 días,29.766146993,Valid,[04] 2:01 a 2:30,1,4,MISC,147,4,437,4,26730,30,06/04/2014 03:59:59,2014-04-03 18:06:58,208381,4,9,9,9,2211,898,7q5mgtUOI_w
6,48,41,6,87,71,50 - 99,[08] 2 semanas,120,Valid,[08] 4:01 a 4:30,1,4,VIDEOJUEGOS,242,11,443,22,11640,120,08/04/2014 13:28:03,2014-03-27 17:00:04,1024079,4,21,16,35,2223,97,F8ImRp16dtY
6,48,40,6,87,71,350 - 399,[09] 3 semanas,119.366754617,Valid,[02] 1:01 a 1:30,1,4,VIDEOJUEGOS,75,12,444,21,45240,120,08/04/2014 14:31:05,2014-03-21 21:49:57,1528868,6,20,18,34,2223,379,i41FVf7Jl4E
6,49,46,6,88,75,0 - 49,[05] 5 días,60,Valid,[01] 31 a 60s,1,5,MISC,31,0,449,2,840,60,09/04/2014 01:20:47,2014-04-03 15:17:22,468205,3,3,3,3,2230,14,S_-6EoNhitg
6,49,46,6,86,75,0 - 49,[04] 4 días,30,Valid,[01] 31 a 60s,1,5,DEPORTES,51,0,451,2,30,30,09/04/2014 14:40:18,2014-04-04 16:21:57,425901,3,3,3,3,2232,1,k7-3xEpyAgo
6,47,45,6,86,75,0 - 49,[01] 1 día,30,Valid,[02] 1:01 a 1:30,1,5,IDEAS,87,0,452,4,1110,30,09/04/2014 20:01:50,2014-04-08 13:44:57,109013,5,5,5,5,2233,37,9DhJZAhjbcI
5,49,49,5,89,79,0 - 49,[03] 3 días,30,Valid,[10] 5:01 a 5:30,1,4,MISC,323,0,456,4,180,30,10/04/2014 01:55:01,2014-04-06 16:14:32,294029,4,5,5,5,2239,6,QDvt5q6bt1s
5,48,47,5,92,82,50 - 99,[01] 1 día,30,Valid,[06] 3:01 a 3:30,1,4,DEPORTES,192,1,459,2,1590,30,10/04/2014 14:34:47,2014-04-09 02:16:59,130668,2,4,4,4,2242,53,AURnnpiGOxs
5,49,48,5,93,83,0 - 49,[20] 14 semanas,30,Valid,[05] 2:31 a 3:00,1,4,IDEAS,157,0,460,6,240,30,10/04/2014 15:23:34,2014-01-08 06:38:14,7980320,4,7,7,7,2243,8,iZ6PVBvQf-g
5,51,53,5,92,88,0 - 49,[04] 4 días,30,Valid,[04] 2:01 a 2:30,1,5,MISC,131,0,464,4,1350,30,11/04/2014 03:15:25,2014-04-06 12:17:34,399471,3,5,5,5,2251,45,XmFmYLAveWM
5,47,48,5,92,89,0 - 49,[01] 1 día,30,Valid,[06] 3:01 a 3:30,1,5,IDEAS,186,2,465,6,1470,30,11/04/2014 14:43:01,2014-04-09 22:02:28,146433,2,9,8,9,2252,49,34Q0BB8-2nA
5,45,45,5,85,81,0 - 49,[01] 1 día,30,Valid,[20] 10:01 o más,1,5,VIDEOJUEGOS,746,0,466,5,750,30,12/04/2014 16:43:02,2014-04-11 07:22:02,120060,3,6,6,6,2253,25,5TWQFSzQyeM
5,45,45,5,85,81,50 - 99,[01] 1 día,60,Valid,[06] 3:01 a 3:30,1,5,DEPORTES,204,4,467,13,5100,60,12/04/2014 17:14:39,2014-04-11 17:00:06,87273,5,17,14,18,2253,85,7fGGEwY3qVk
5,57,57,5,92,101,1550 - 1599,[03] 3 días,22.781954887,Valid,[03] 1:31 a 2:00,1,5,MISC,108,1,470,4,36360,30,14/04/2014 03:27:07,2014-04-10 20:39:47,283640,5,6,6,6,2276,1596,3x_5uR_XBOU
5,62,58,5,89,98,0 - 49,[07] 1 semana,30,Valid,[02] 1:01 a 1:30,1,5,MISC,65,1,473,4,450,30,15/04/2014 14:01:59,2014-04-08 07:12:04,629395,4,6,6,6,2281,15,6M_l2OsdCkg
5,62,59,5,89,99,0 - 49,[07] 1 semana,40,Valid,[04] 2:01 a 2:30,1,5,MISC,149,8,474,8,960,40,15/04/2014 15:02:40,2014-04-07 16:00:48,687712,4,12,7,17,2282,24,DWc8dUl7Xfo
5,63,62,5,89,103,0 - 49,[01] 1 día,30,Valid,[01] 31 a 60s,1,5,IDEAS,57,1,475,2,360,30,15/04/2014 22:22:30,2014-04-14 13:23:42,118728,3,4,3,4,2287,12,SlGsj47EBIU
5,61,56,5,89,103,50 - 99,[02] 2 días,30,Valid,[05] 2:31 a 3:00,1,5,DEPORTES,162,3,478,4,1800,30,16/04/2014 01:39:31,2014-04-13 13:06:02,218009,4,8,7,8,2287,60,lM4FQ_FqEhQ
