id;url;saldo_actual;category;points_per_view;release_date;release_date_youtube;duracion;release_difference;total_views;points_given;shares_first_day;shares_first_week;shares_first_month;male_shares;female_shares;total_shares;total_users_at_release;1_week_active_users_at_release;2_week_active_users_at_release;1_week_new_users_at_release;2_week_new_users_at_release;active_raffles_at_release;1_week_active_raffles;2_week_active_raffles
604;i0U7aq5EjfQ;997120;MISC;60;2014-05-26 23:54:52;2014-05-25 13:00:04;123;125688;48;2880;4;7;9;6;2;10;2402;33;48;10;27;6;6;6
606;jR1XQsCiAKE;997120;DEPORTES;60;2014-05-27 03:16:43;2014-05-24 07:57:17;75;242366;48;2880;4;9;9;5;3;9;2404;34;49;12;28;6;6;6
154;P7EP9Ko6IsY;8620;MISC;30;2013-12-30 13:57:45;2013-12-07 23:31:36;324;1952769;47;1380;4;8;14;5;7;14;1401;40;85;12;39;1;1;9
195;e4sJa1usbns;8590;MISC;30;2014-01-16 00:36:22;2014-01-15 22:53:36;175;6166;47;1410;4;7;9;2;6;9;1531;103;130;96;123;6;6;6
314;PvQ9InhEKu0;7240;MISC;60;2014-03-04 19:42:18;2014-03-04 09:55:21;117;35217;47;2760;6;6;16;9;6;17;2033;42;154;51;450;5;5;6
674;VbISE9IM5Sk;98620;MISC;30;2014-06-24 19:37:03;2014-06-24 14:31:48;41;18315;47;1380;2;2;2;1;0;2;2466;24;45;13;33;2;7;7
686;Xbjdmw8D9-Y;97750;MISC;50;2014-07-02 00:25:22;2014-07-01 13:29:46;147;39336;47;2250;4;6;9;6;2;9;2474;24;40;7;20;6;6;6
857;9zTheyLIvRc;99010;MISC;30;2014-10-03 13:33:26;2014-10-01 07:18:27;117;195299;47;990;3;3;3;2;0;3;2688;17;23;15;27;0;0;0
897;IXshQ5mv1K8;98620;CINE;30;2014-10-30 16:33:13;2014-10-29 16:00:59;69;88334;46;1380;1;2;3;0;2;3;2701;5;13;0;6;0;0;0
201;H5BAel-mHdY;8650;MISC;30;2014-01-18 18:19:07;2014-01-10 15:34:04;153;701103;45;1350;3;10;10;5;4;10;1537;70;125;37;111;6;6;6
464;XmFmYLAveWM;78650;MISC;30;2014-04-11 03:15:25;2014-04-06 12:17:34;131;399471;45;1350;3;5;5;4;0;5;2251;51;92;53;88;5;5;5
111;YU8CvjIwAlY;8280;CINE;40;2013-12-04 03:13:52;2013-12-03 13:07:24;405;50788;44;1720;11;15;19;13;3;19;1219;144;190;117;173;7;7;7
500;_fNp37zFn9Q;98680;MISC;30;2014-04-28 17:37:38;2014-04-27 21:35:27;179;72131;44;1320;3;3;3;2;0;3;2349;52;76;41;72;3;5;5
49;-pdZhbsyOSw;8590;VIAJES;30;2013-10-27 15:26:06;2013-07-29 23:57:05;241;7745341;43;1410;9;12;18;11;14;27;691;179;313;174;380;9;9;10
158;m4Bm3cs9TFo;8770;IDEAS;30;2014-01-06 01:18:12;2013-02-18 10:25:34;197;27787958;43;1230;5;12;15;6;8;15;1426;39;70;25;44;0;8;8
360;WgAbH_9V6xg;8710;MISC;30;2014-03-16 15:58:29;2014-03-13 18:32:48;267;249941;43;1290;6;8;8;3;4;8;2095;58;83;45;73;4;7;7
579;LmDNjZM3Tu8;97420;VIAJES;60;2014-05-21 19:00:07;2014-05-21 12:01:42;100;25105;43;2580;3;6;7;5;2;8;2393;31;47;10;31;3;7;7
163;57e4t-fhXDs;13740;MISC;30;2014-01-08 13:35:54;0000-00-00 00:00:00;0;-1;42;1260;5;7;9;4;4;9;1432;55;75;31;41;0;8;8
203;gGqheJStFLk;8320;CINE;40;2014-01-21 00:30:30;2013-11-27 19:08:05;123;4684945;42;1680;2;11;12;5;6;12;1538;64;124;28;108;6;6;6
455;h4zyUjQbJ5I;97480;DEPORTES;60;2014-04-10 01:27:19;2014-04-09 21:00:02;78;16037;42;2520;6;10;14;8;6;16;2239;49;89;49;79;4;5;5
556;Zk9J5xnTVMA;98740;MISC;30;2014-05-14 19:08:53;2014-05-13 20:14:51;281;82442;42;1260;4;4;4;1;2;4;2383;35;46;21;30;4;4;8
668;GLlpi-0_lB0;98740;MISC;30;2014-06-20 20:02:11;2014-06-19 23:48:16;238;72835;42;1260;2;2;2;1;0;2;2462;28;49;21;35;2;2;7
781;82SDk1kInvI;98740;MISC;30;2014-08-25 14:06:21;2014-08-21 16:40:31;19;336350;42;1260;1;1;1;0;0;1;2598;9;11;4;10;7;7;7
825;Sm0Ny_LcCAY;98740;MISC;30;2014-09-19 15:23:42;2014-09-19 13:00:09;146;8613;42;1260;1;2;4;2;1;4;2661;7;25;14;52;0;0;0
61;E5FSWkjFPxs;9180;MISC;20;2013-11-02 08:14:23;2013-08-20 02:19:00;56;6414923;41;820;1;7;11;6;7;15;786;144;250;129;276;8;9;9
99;rebEBSm9xmg;9180;MISC;20;2013-11-24 23:47:08;2013-11-20 18:51:02;220;363366;41;820;3;9;16;8;6;16;1086;82;207;58;200;8;8;8
153;JwH1FSkEUwI;8770;MISC;30;2013-12-29 20:46:36;2013-12-21 19:07:57;180;697119;41;1230;2;4;8;3;4;8;1401;42;89;21;40;4;4;12
434;oCruJzlWefE;798770;VIDEOJUEGOS;30;2014-04-05 01:36:51;2011-09-07 22:36:25;249;81226826;41;1230;2;8;10;6;4;11;2208;63;102;42;80;4;6;6
531;bOXMKEnra8w;98360;IDEAS;40;2014-05-06 18:44:36;2014-05-06 11:00:03;138;27873;41;1640;2;2;4;1;2;4;2361;26;60;11;46;5;5;5
601;u3PgH86OyEM;998770;MISC;30;2014-05-24 03:41:18;2014-05-22 19:20:58;111;116420;41;1230;2;5;5;3;1;5;2399;34;42;15;25;2;6;6
415;-qL8-VDvMik;77600;DEPORTES;60;2014-04-01 13:46:40;2014-04-01 09:13:36;75;16384;40;2400;2;5;7;7;5;13;2183;57;96;31;79;5;5;7
581;jDRTghGZ7XU;998800;M;30;2014-05-21 20:00:03;2014-05-19 13:01:00;238;197943;40;1200;2;3;3;2;0;3;2394;31;47;11;32;3;7;7
646;lGXHVlEklgQ;98800;CINE;30;2014-06-11 04:25:44;2014-06-11 03:53:23;161;1941;40;1200;3;4;4;3;0;4;2433;30;51;10;26;4;4;4
698;hyXJeus-wm4;98800;MISC;30;2014-07-07 19:11:39;2014-07-02 18:38:09;272;434010;40;1200;1;2;2;1;0;2;2488;24;37;14;22;4;4;4
943;Ow2cL-pp6p8;98800;VIDEOJUEGOS;30;2014-12-06 20:51:59;2014-12-06 18:30:43;948;8476;40;1200;1;2;2;0;1;2;2719;8;10;2;5;0;1;1
7;4ekm20rSGs8;147660;CINE;66;2013-07-12 00:00:00;2013-05-16 19:02:06;147;4856274;39;2340;3;14;22;8;5;25;136;58;104;49;108;0;0;0
364;nUzoCj7LW9c;16880;VIDEOJUEGOS;80;2014-03-17 14:31:09;2014-03-14 16:00:02;97;253867;39;3120;7;11;25;16;10;28;2097;54;85;42;73;4;7;8
546;a0Xn0txuaDw;98050;DEPORTES;50;2014-05-12 00:18:29;2014-05-09 16:00:06;164;202703;39;1950;4;7;10;5;4;10;2374;35;50;15;25;4;4;4
547;LTIpdtv_AK8;98830;IDEAS;30;2014-05-12 00:39:52;2014-05-08 22:04:25;157;268527;39;1170;3;3;3;1;1;3;2374;35;50;15;25;4;4;4
786;rLDe29cUz_Y;98830;MISC;30;2014-08-26 02:46:40;2014-08-26 01:20:16;146;5184;39;1170;1;1;1;0;0;1;2600;9;11;6;12;7;7;7
385;LtYhTUJCSsw;46400;MISC;100;2014-03-24 03:16:14;2014-03-24 03:10:28;157;346;38;3600;5;14;19;11;10;24;2141;60;90;44;89;5;5;6
392;6DVf4TifNkg;18860;MISC;30;2014-03-24 23:48:02;0000-00-00 00:00:00;0;-1;38;1140;3;5;5;2;1;5;2144;62;89;47;84;5;6;6
210;jSjY0EPpX88;9280;DEPORTES;30;2014-01-21 19:59:29;2014-01-21 00:46:11;78;69198;37;720;3;5;7;5;1;7;1541;58;123;21;110;6;6;6
452;9DhJZAhjbcI;98890;IDEAS;30;2014-04-09 20:01:50;2014-04-08 13:44:57;87;109013;37;1110;5;5;5;4;0;5;2233;47;86;45;75;5;6;6
544;cSGZyRBpMBE;98890;CINE;30;2014-05-09 18:06:10;2014-05-09 01:47:20;327;58730;37;1110;5;5;7;2;4;7;2370;28;50;14;27;4;4;4
562;3JdT4fDi4iI;8890;MISC;30;2014-05-15 17:09:53;2014-05-14 01:33:29;295;142584;37;1110;4;4;4;2;1;4;2384;32;44;17;30;3;3;7
695;uXOdL7YJRNs;98890;MISC;30;2014-07-04 17:26:45;2014-07-02 17:13:49;188;173576;37;1110;1;2;2;1;0;2;2481;24;35;10;20;5;5;5
719;JjEsWj369rc;98890;MISC;30;2014-07-22 04:24:38;2014-07-18 03:38:03;138;348395;37;1110;1;2;2;1;0;2;2537;15;27;30;45;2;2;9
831;dkpzgS9rdTk;98890;DEPORTES;30;2014-09-24 20:49:56;2014-09-24 17:50:33;183;10763;37;1110;1;1;1;0;0;1;2665;5;12;8;29;0;0;0
842;wTcNtgA6gHs;98520;DEPORTES;40;2014-09-29 12:40:54;2014-09-29 11:43:18;254;3456;37;1480;2;3;3;4;0;5;2682;14;18;21;30;0;0;0
856;bPH3nMvi9O0;99610;CINE;30;2014-10-02 21:07:04;2014-10-02 16:00:40;96;18384;37;390;1;2;3;1;1;3;2684;16;21;14;24;0;0;0
624;XcAu_TVyuAk;998200;DEPORTES;50;2014-06-04 14:46:36;2014-06-01 13:00:06;126;265590;36;1800;3;8;9;5;3;11;2423;35;57;16;31;5;5;5
748;p1fAZxSkfRo;98920;MISC;30;2014-07-31 20:40:52;2014-07-30 23:15:43;278;77109;36;1080;2;3;3;1;0;3;2569;26;37;25;54;8;8;8
779;zHg8lKk3vJo;98920;CINE;30;2014-08-24 20:19:02;2014-08-20 21:13:22;146;342340;36;1080;1;1;1;1;0;2;2597;9;11;3;9;7;7;7
322;nEk_CgJEx6U;8980;IDEAS;30;2014-03-07 01:09:55;0000-00-00 00:00:00;0;-1;35;1020;3;6;12;6;5;12;2047;44;133;33;353;4;5;5
550;hlp1gf4uRGE;98950;IDEAS;30;2014-05-12 14:31:12;2014-04-01 16:33:42;185;3535050;35;1050;2;2;3;1;1;3;2375;35;49;16;26;4;4;4
658;FTByHbjgz8k;98950;M;30;2014-06-16 16:13:05;2014-06-11 02:26:04;234;481621;35;1050;4;5;5;2;1;5;2447;33;48;15;29;3;3;8
780;dTQjchn1KHE;98950;IDEAS;30;2014-08-24 20:38:23;2014-08-21 19:10:43;45;264460;35;1050;1;1;1;0;0;1;2597;9;11;3;9;7;7;7
933;8VlAzVqm2HQ;98980;DEPORTES;30;2014-11-26 15:46:27;2014-11-24 23:18:44;120;145663;35;1020;1;1;1;0;0;1;2715;7;11;1;6;0;0;1
174;SZggI6x6F8U;8980;MISC;30;2014-01-11 01:09:50;0000-00-00 00:00:00;0;-1;34;1020;5;10;10;4;4;10;1499;89;119;73;104;8;8;8
176;5Cw5rnFcZJA;13810;CINE;35;2014-01-13 02:15:09;2013-08-07 20:27:11;152;13672078;34;1190;3;9;10;5;4;10;1507;94;116;81;106;8;8;8
235;dYw4meRWGd4;14300;DEPORTES;50;2014-02-04 01:35:43;0000-00-00 00:00:00;0;-1;34;1700;2;6;19;12;12;25;1566;32;65;15;26;6;6;6
297;JMSbrFLBz64;8980;MISC;30;2014-02-26 20:03:24;2014-02-26 01:03:27;91;68397;34;1020;4;4;4;3;0;4;2001;122;137;411;422;5;5;5
535;sj4A6g2GP30;98300;MISC;50;2014-05-07 15:52:56;2014-05-06 05:39:58;144;123178;34;1700;2;7;9;4;5;10;2361;21;57;8;36;5;5;5
137;_ObE4_nMCjE;5120;IDEAS;30;2013-12-18 18:43:42;2013-12-17 21:11:35;112;77527;33;960;6;12;12;7;4;12;1373;91;184;34;147;5;5;5
218;9nSWc43TLaI;9010;MISC;30;2014-01-24 12:54:30;2014-01-19 09:23:33;174;444657;33;990;4;9;9;4;4;9;1547;44;96;11;57;6;6;6
300;Ifkp5VOCitQ;47000;MISC;100;2014-03-01 20:43:04;2014-03-01 20:41:44;157;80;33;3000;4;8;22;17;11;29;2022;65;147;164;439;5;5;6
542;b5aN5ecs920;99010;MISC;30;2014-05-09 01:13:12;0000-00-00 00:00:00;0;-1;33;990;2;2;2;1;0;2;2367;26;53;12;27;4;4;4
652;QgqUI6e1T5E;99010;MISC;30;2014-06-12 22:51:34;2014-06-12 08:38:36;273;51178;33;990;6;6;6;4;1;6;2438;29;45;11;24;3;3;3
744;sOpuSRj7IN4;99010;MISC;30;2014-07-31 18:24:21;2014-07-28 21:56:46;212;246455;33;990;2;3;3;1;0;3;2569;26;37;27;55;8;8;8
774;1bOlxJ7K0ls;99010;IDEAS;30;2014-08-19 16:35:12;0000-00-00 00:00:00;0;-1;33;990;1;1;1;0;1;2;2595;5;11;7;18;8;8;8
84;NTqFmdJxWmI;9550;DEPORTES;15;2013-11-17 00:49:28;2013-11-12 14:00:04;60;384564;32;450;3;5;19;12;7;21;1015;167;253;138;225;8;8;8
186;pLpDXkMQmcc;9130;IDEAS;30;2014-01-14 16:12:20;2013-11-19 20:46:42;136;4821938;32;870;7;9;9;5;3;9;1518;96;123;88;117;7;7;7
234;RGr9t5Wfrv0;12400;MISC;50;2014-02-03 20:47:58;0000-00-00 00:00:00;0;-1;32;1600;3;6;13;12;7;20;1566;32;66;16;28;6;6;6
814;4nCIzPuLYJA;99040;IDEAS;30;2014-09-11 13:06:05;2014-07-10 05:23:18;121;5470967;32;960;1;1;1;0;0;1;2638;19;22;29;36;0;0;0
939;t_77GeNEzFQ;99040;CINE;30;2014-12-03 19:10:02;2014-12-03 17:00:19;16;7783;32;960;2;2;2;1;0;2;2717;4;9;2;3;0;1;1
545;DePFiF-nNoE;99070;M;30;2014-05-10 19:39:07;2014-05-01 14:55:19;179;794628;31;930;1;4;4;1;2;4;2374;36;52;18;27;4;4;4
549;w1m51I95PSI;99070;MISC;30;2014-05-12 14:12:54;2014-05-10 17:41:09;111;160305;31;930;2;2;2;1;0;2;2375;35;49;16;26;4;4;4
710;HHXdCIIGgXY;99070;MISC;30;2014-07-15 04:25:34;2014-07-14 19:21:15;153;32659;31;930;2;3;3;2;0;3;2507;17;37;15;33;3;3;3
756;zvAgYeHAoic;99070;DEPORTES;30;2014-08-07 13:48:32;2014-02-14 01:40:29;69;15077283;31;930;1;1;1;0;0;1;2580;17;33;12;39;8;8;8
807;7G506d1pmjE;98760;DEPORTES;40;2014-09-09 01:24:15;2014-09-08 16:25:28;93;32327;31;1240;2;3;4;2;0;4;2628;14;18;20;28;0;0;0
870;CIEdjAm2aPw;99070;MISC;30;2014-10-08 23:49:32;2014-10-07 13:01:24;61;125288;31;930;1;1;1;0;0;1;2691;9;22;8;26;0;0;0
165;JEhY-b_Ih6A;9250;MISC;30;2014-01-09 02:40:28;2013-12-23 18:12:43;123;1412865;30;750;6;8;9;5;4;10;1436;54;77;25;45;0;8;8
265;_mbdtupCbc4;9100;DEPORTES;30;2014-02-13 19:54:46;2014-02-10 07:51:40;45;302586;30;900;2;3;8;5;2;8;1579;16;39;6;21;5;5;5
327;Zgu3MTwXn0s;47200;MISC;100;2014-03-10 02:58:28;2014-03-10 02:56:13;157;135;30;2800;4;14;21;17;10;28;2052;48;87;29;125;4;5;8
571;Lj6iM_HaTCg;99100;MISC;30;2014-05-18 16:46:29;2014-05-16 22:32:16;36;152053;30;900;4;4;4;2;1;4;2388;27;48;14;31;3;3;7
647;dVz-2VuAYlY;99100;VIDEOJUEGOS;30;2014-06-11 04:43:41;2014-06-11 03:27:44;101;4557;30;900;2;5;9;7;2;11;2433;30;51;10;26;4;4;4
697;Snph22qSUMU;99100;MISC;30;2014-07-07 14:49:15;2014-07-02 21:10:39;74;409116;30;900;4;5;5;3;1;5;2488;25;37;14;22;4;4;4
735;v-7Fs9HJvs0;99100;MISC;30;2014-07-25 23:00:46;2014-07-25 20:50:37;121;7809;30;900;2;3;3;1;0;3;2548;20;30;28;48;1;8;8
817;GHO_5sZUes0;98800;DEPORTES;40;2014-09-14 22:55:19;2014-09-12 13:00:09;108;208510;30;1200;1;2;3;2;0;3;2652;15;24;32;44;0;0;0
849;nIwzorwYTqs;99100;MISC;30;2014-09-30 18:18:09;2014-09-30 16:06:06;293;7923;30;900;1;1;1;0;0;1;2682;14;20;19;30;0;0;0
192;vnI0UfKPaOo;9130;CINE;30;2014-01-15 15:19:56;2014-01-10 20:49:32;150;412224;29;870;4;6;10;6;4;11;1531;103;133;99;130;7;7;7
317;ubGpDoyJvmI;29130;CINE;30;2014-03-05 12:32:26;2014-03-05 00:41:24;154;42662;29;870;7;12;18;13;3;18;2039;47;158;45;456;5;5;6
355;H05At3ohbRE;18260;MISC;60;2014-03-15 19:27:47;2014-03-14 04:00:32;111;142035;29;1740;8;15;20;9;10;20;2093;58;84;43;71;4;7;7
404;5I_QzPLEjM4;49130;MISC;30;2014-03-28 02:44:11;2013-07-01 04:44:09;126;23320802;29;870;2;6;6;3;2;7;2163;61;98;40;86;4;5;7
463;qP755JkDxyM;29130;CINE;30;2014-04-10 18:50:33;2014-04-10 03:39:24;174;54669;29;870;4;6;6;4;1;6;2245;50;91;49;83;4;5;5
484;GjmNjbkKaPk;99130;MISC;30;2014-04-17 02:17:50;2014-04-14 05:23:20;71;248070;29;870;3;4;4;3;0;4;2290;57;89;50;100;4;4;6
526;LumZrhi3HDY;99130;CINE;30;2014-05-05 22:22:17;2014-05-05 16:00:10;66;22927;29;870;2;2;2;1;0;2;2361;26;67;11;53;5;5;5
537;fQn1FnB7kQU;99130;MISC;30;2014-05-07 21:06:45;0000-00-00 00:00:00;0;-1;29;870;6;7;7;4;2;7;2362;21;56;8;35;5;5;5
564;Xjs1y6m9ETk;99130;CINE;30;2014-05-16 04:36:34;2014-05-15 12:59:03;140;56251;29;870;3;4;5;3;1;5;2384;29;44;17;28;3;3;7
751;YcwrRA2BIlw;99130;DEPORTES;30;2014-08-05 17:18:28;2014-08-05 06:31:32;172;38816;29;870;1;1;1;0;0;1;2577;22;35;15;40;8;8;8
760;9Db6JZHh0SA;99130;MISC;30;2014-08-10 14:59:27;2014-08-08 20:00:34;105;154733;29;870;1;1;1;0;0;1;2587;10;28;10;36;8;8;8
830;NK-T_t166TY;99130;MISC;30;2014-09-24 14:25:06;2014-09-23 13:59:20;104;87946;29;870;1;2;2;1;0;2;2664;5;13;8;29;0;0;0
910;RkLn2gR7SyE;99130;MISC;30;2014-11-06 20:12:36;2014-11-06 17:42:46;256;8990;29;870;1;1;1;0;0;1;2707;7;10;6;6;0;0;0
430;2U3zEfpp_Uc;79160;MISC;30;2014-04-04 17:57:08;0000-00-00 00:00:00;0;-1;28;840;2;5;5;2;1;5;2206;64;103;43;80;4;6;6
594;UIkkiyGKfA0;999160;VIDEOJUEGOS;30;2014-05-23 04:17:28;2014-05-20 19:17:44;200;205184;28;840;2;6;6;4;2;7;2399;33;47;15;32;2;6;6
709;nnL_8H22NuA;99150;DEPORTES;50;2014-07-12 17:11:57;2014-07-11 15:08:18;87;93819;28;850;1;3;6;4;2;7;2501;23;41;17;30;3;3;3
776;XLZOjLv0_6k;99160;MISC;30;2014-08-19 20:26:52;2014-08-19 17:06:59;189;11993;28;840;1;1;1;0;0;1;2595;5;11;7;18;8;8;8
788;BopDHDQGud8;99160;MISC;30;2014-08-27 04:47:57;2014-08-26 06:24:18;185;80619;28;840;1;1;1;0;0;1;2600;8;13;5;11;7;7;7
853;HjHiC0mt4Ts;99160;IDEAS;30;2014-10-02 03:57:59;2014-09-26 02:20:09;47;524270;28;840;1;1;1;0;0;1;2683;16;20;18;24;0;0;0
873;g7CRMrR24Mo;99160;MISC;30;2014-10-14 18:55:47;2014-09-30 09:20:57;128;1244090;28;840;1;1;1;0;0;1;2694;6;14;5;12;0;0;0
941;62E4FJTwSuc;99160;CINE;30;2014-12-04 18:59:16;2014-12-04 18:47:36;152;700;28;840;4;4;4;3;0;4;2719;5;7;3;5;0;1;1
946;XEUMwxzyDxI;99160;DEPORTES;30;2014-12-09 12:53:07;2014-12-05 21:46:51;97;313576;28;840;1;1;1;0;0;1;2720;10;11;3;6;1;1;1
177;xZY43QSx3Fk;9250;MISC;30;2014-01-13 12:58:21;2014-01-13 01:59:39;104;39522;27;750;8;12;13;8;4;13;1508;95;118;81;107;8;8;8
205;YRbakPKgU5Y;9190;MISC;30;2014-01-21 02:25:00;2014-01-14 06:43:39;208;589281;27;810;5;9;9;4;4;9;1541;63;124;30;111;6;6;6
209;r42x5233aVI;9190;CINE;30;2014-01-21 19:22:09;2014-01-20 20:16:40;145;83129;27;810;3;5;8;5;2;8;1541;58;123;22;111;6;6;6
254;TAZIvyAJfeM;9190;MISC;30;2014-02-10 15:16:27;2014-02-08 02:38:42;47;218265;27;810;2;2;4;1;2;4;1576;26;48;12;26;6;6;6
557;0BYovvLhy7A;99190;CINE;30;2014-05-14 19:26:51;2014-05-06 17:21:18;185;698733;27;810;4;5;7;4;2;7;2383;35;46;21;30;4;4;8
563;Fv7j_KSanEk;998650;VIAJES;50;2014-05-15 20:36:13;2014-05-15 16:00:05;81;16568;27;1350;4;7;9;6;3;10;2384;31;45;17;30;3;3;7
631;_TxV4dkRi8M;999190;MISC;30;2014-06-06 01:00:38;2014-05-29 17:31:01;83;631777;27;810;5;5;5;3;1;5;2427;29;56;12;29;4;4;4
632;1gMMM62NC-4;99190;IDEAS;30;2014-06-06 13:54:39;2014-06-04 19:22:22;165;153137;27;810;2;3;4;2;0;4;2427;30;55;11;28;4;4;4
726;GNBwTzJnIeE;99190;DEPORTES;30;2014-07-24 03:13:45;2014-07-23 06:48:17;218;73528;27;810;2;5;5;2;1;5;2540;15;25;27;42;1;8;8
863;PlLR9ANGsOo;99370;IDEAS;30;2014-10-06 23:15:22;2014-10-06 18:45:20;95;16202;27;630;2;2;2;1;0;2;2689;11;24;7;28;0;0;0
894;dQ7yVvxk8Q4;98850;VIDEOJUEGOS;50;2014-10-28 19:56:03;2014-10-28 16:00:17;91;14146;27;1150;1;1;2;3;1;5;2701;8;10;6;7;0;0;0
127;zRyL9TkdJo8;9480;CINE;20;2013-12-12 17:52:58;2013-12-12 04:28:36;140;48262;26;520;8;10;10;7;1;10;1343;128;232;89;207;5;5;5
259;5HEJGGpco6g;9220;IDEAS;30;2014-02-12 00:44:39;2014-02-11 00:09:22;130;88517;26;780;2;5;8;8;4;14;1577;19;45;9;23;6;6;6
275;Xyy7CuxX73E;9220;MISC;30;2014-02-19 16:08:55;0000-00-00 00:00:00;0;-1;26;780;7;8;8;4;3;8;1589;17;28;12;20;5;5;5
325;pbVfmmsdk1c;9220;MISC;30;2014-03-09 21:05:46;2014-02-07 20:35:14;395;2593832;26;780;7;9;9;6;2;9;2050;42;81;28;135;4;5;8
359;FmHDfTBXEE0;9220;DEPORTES;30;2014-03-16 03:53:12;2014-02-28 01:39:47;188;1390405;26;780;5;7;10;6;3;10;2093;58;83;43;71;4;7;7
476;LT1ycFs618g;99220;VIDEOJUEGOS;30;2014-04-15 23:09:59;2014-04-15 17:50:03;81;19196;26;780;4;5;5;4;0;5;2287;62;89;61;103;5;5;5
480;gsjtg7m1MMM;99220;CINE;30;2014-04-16 12:27:40;2014-04-16 02:56:00;162;34300;26;780;4;5;5;4;0;5;2288;62;91;56;104;5;5;5
518;3QBneqCstAs;99220;MISC;30;2014-05-01 20:15:03;0000-00-00 00:00:00;0;-1;26;780;1;2;2;1;0;2;2354;36;74;16;63;5;5;5
211;N4RRFjRm0jo;9280;DEPORTES;30;2014-01-21 23:31:18;0000-00-00 00:00:00;0;-1;25;720;3;3;3;1;0;3;1541;53;123;17;110;6;6;6
381;WCSN4jR7a3k;19250;MISC;30;2014-03-22 03:29:24;0000-00-00 00:00:00;0;-1;25;750;3;5;5;3;1;5;2130;58;85;41;80;5;5;6
431;tc6JMiaLxzg;398500;DEPORTES;60;2014-04-04 20:00:38;0000-00-00 00:00:00;0;-1;25;1500;2;5;5;4;3;8;2207;62;102;42;80;4;6;6
466;5TWQFSzQyeM;49250;VIDEOJUEGOS;30;2014-04-12 16:43:02;2014-04-11 07:22:02;746;120060;25;750;3;6;6;5;0;6;2253;45;85;45;81;5;5;5
635;_3u_14CXSDg;999000;MISC;40;2014-06-08 06:12:18;2014-06-06 10:36:03;59;156975;25;1000;1;2;3;2;0;3;2430;31;54;13;30;4;4;4
670;EuBiaRO8QOk;99250;MISC;30;2014-06-22 17:36:13;2014-06-19 13:44:07;214;273126;25;750;2;2;2;1;0;2;2466;30;50;24;36;2;2;7
765;-FKkx555Oaw;99250;MISC;30;2014-08-12 14:50:41;2014-08-12 13:05:04;159;6337;25;750;1;1;1;0;0;1;2588;7;25;11;26;8;8;8
846;JXMyZ929lpY;99280;DEPORTES;30;2014-09-30 13:02:30;2014-09-17 06:54:51;426;1145259;25;720;1;1;1;0;0;1;2682;14;20;20;30;0;0;0
363;wYAr940zLVA;7900;MISC;100;2014-03-17 01:10:34;2014-03-17 01:05:46;157;288;24;2100;8;15;21;11;11;23;2096;56;83;46;74;4;7;7
457;X6tKZ-cg4RI;99280;MISC;30;2014-04-10 02:21:44;2014-04-09 10:05:51;77;58553;24;720;5;6;6;3;2;6;2242;51;91;52;82;4;5;5
474;DWc8dUl7Xfo;89040;MISC;40;2014-04-15 15:02:40;2014-04-07 16:00:48;149;687712;24;960;4;7;12;8;8;17;2282;62;89;59;99;5;5;5
492;2b0WS8JCXzE;99280;CINE;30;2014-04-23 19:16:57;2014-04-22 17:00:00;333;94617;24;720;2;5;5;4;0;5;2326;49;89;38;93;4;4;6
505;U-9ya-v1Zmw;99280;MISC;30;2014-04-29 02:39:07;2014-04-28 15:09:29;314;41378;24;720;1;2;2;1;0;2;2350;49;75;39;69;3;5;5
552;t1GO-93Nt3c;99280;MISC;30;2014-05-12 16:25:42;2014-05-09 21:31:10;314;240872;24;720;2;2;2;1;0;2;2375;35;49;16;26;4;4;8
560;nNnW-7tIlf8;99280;MISC;30;2014-05-15 02:08:39;0000-00-00 00:00:00;0;-1;24;720;4;4;4;2;1;4;2383;34;44;19;29;3;3;7
662;DyctVyOk3qI;99280;DEPORTES;30;2014-06-18 18:29:00;2014-06-18 09:34:14;98;32086;24;720;2;4;4;1;2;4;2455;34;49;22;30;3;3;8
721;iRmrQGHhdCM;99280;MISC;30;2014-07-22 20:40:48;2014-07-20 07:14:23;117;221185;24;720;1;2;2;1;0;2;2537;13;25;28;40;2;2;9
755;Td9BdOKzFMA;98560;DEPORTES;60;2014-08-06 16:20:48;2014-08-06 13:00:09;108;12039;24;1440;1;2;4;1;2;4;2578;19;34;12;40;8;8;8
932;mVmBL8B-In0;99340;MISC;30;2014-11-26 12:18:10;2014-11-24 16:26:19;31;157911;24;660;1;1;1;0;0;1;2715;8;11;2;6;0;0;1
170;4dnw9dWISvw;9400;VIDEOJUEGOS;30;2014-01-10 16:56:40;2014-01-08 11:33:56;122;192164;23;600;5;8;12;7;3;12;1494;89;118;70;100;8;8;8
187;SdKI6WS7ghE;11400;MISC;30;2014-01-14 19:09:59;2013-12-20 19:33:16;92;2158603;23;600;5;7;7;4;2;7;1519;96;123;89;118;7;7;7
230;zv6fVuvcHis;9310;CINE;30;2014-02-03 13:44:22;2014-02-03 00:25:58;44;47904;23;690;3;4;5;3;1;5;1563;27;63;13;26;6;6;6
260;QrxPuk0JefA;9310;MISC;30;2014-02-13 01:19:48;2014-02-09 22:11:53;70;270475;23;690;2;3;3;2;0;3;1579;20;44;6;21;5;5;5
291;vIu85WQTPRc;39310;CINE;30;2014-02-25 19:07:19;2014-02-25 18:00:01;153;4038;23;690;6;7;12;7;4;12;1982;121;128;399;405;5;5;5
